OBJECTID,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,ACC_INDEX,SUMACCIDEN,INJTOTAL,DEAD,SEVER_INJ,SLIGH_INJ,INJ0_19,INJ20_64,INJ65_,PEDESTRINJ,TOTDRIVERS,VEHICLE,BICYCLE,MOTORCYCLE,PRIVATE,TRUCK
955,יפעת,134,מועצה אזורית,צפון,עמק יזרעאל,5509,10.1427239,18,32,1,0,31,4,23,5,1,36,36,0,3,30,1
956,כפר ברוך,132,מועצה אזורית,צפון,עמק יזרעאל,5509,2.251089438,18,22,0,3,19,0,20,2,0,32,32,0,0,20,4
957,כפר גדעון,106,מועצה אזורית,צפון,עמק יזרעאל,5509,11.37441159,30,51,0,1,50,12,37,2,1,58,58,0,0,42,4
958,כפר החורש,192,מועצה אזורית,צפון,עמק יזרעאל,5509,4.461183567,19,33,0,3,30,8,24,1,2,32,32,0,3,22,1
959,כפר יהושע,140,מועצה אזורית,צפון,עמק יזרעאל,5509,0.634941165,6,7,0,0,7,1,6,0,0,10,10,0,1,7,0
960,מזרע,104,מועצה אזורית,צפון,עמק יזרעאל,5509,4.904390949,61,115,0,0,115,14,97,4,0,130,130,0,1,106,2
961,מנשית זבדה,994,מועצה אזורית,צפון,עמק יזרעאל,5509,16.34163459,8,18,0,0,18,5,13,0,1,14,14,0,0,11,0
962,מרחביה מושב,97,מועצה אזורית,צפון,עמק יזרעאל,5509,1.982287406,25,45,2,4,39,10,31,4,1,50,50,0,1,36,3
963,מרחביה קיבוץ,66,מועצה אזורית,צפון,עמק יזרעאל,5509,2.831174666,8,18,1,2,15,3,12,3,1,14,14,0,1,8,1
964,נהלל,80,מועצה אזורית,צפון,עמק יזרעאל,5509,16.20029894,135,272,0,18,254,46,208,15,6,274,274,0,5,220,10
965,עדי,1199,מועצה אזורית,צפון,עמק יזרעאל,5509,1.603501494,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0
966,עין דור,436,מועצה אזורית,צפון,עמק יזרעאל,5509,4.25081523,112,246,3,22,221,42,198,6,3,215,215,0,4,163,19
967,ציפורי,613,מועצה אזורית,צפון,עמק יזרעאל,5509,10.94751008,169,351,4,15,332,71,263,16,5,335,335,1,9,250,21
968,רמת דוד,135,מועצה אזורית,צפון,עמק יזרעאל,5509,4.195121155,23,50,0,0,50,7,42,1,0,48,48,0,0,37,5
969,שדה יעקב,142,מועצה אזורית,צפון,עמק יזרעאל,5509,28.88130769,208,386,0,12,374,57,293,34,4,427,427,1,8,342,18
970,שטח כללי - עמק יזרעאל,5509,מועצה אזורית,צפון,עמק יזרעאל,5509,3.530960865,343,715,11,35,669,143,530,39,8,705,705,4,5,549,38
971,שמשית,1337,מועצה אזורית,צפון,עמק יזרעאל,5509,32.88449459,22,47,0,1,46,11,36,0,2,36,36,0,0,29,2
972,שריד,126,מועצה אזורית,צפון,עמק יזרעאל,5509,4.755818116,24,44,1,4,39,7,34,3,0,49,49,1,1,37,1
973,תל עדשים,103,מועצה אזורית,צפון,עמק יזרעאל,5509,18.84196724,190,375,2,9,364,53,300,22,0,395,395,0,3,323,19
974,תמרת,1244,מועצה אזורית,צפון,עמק יזרעאל,5509,2.550850465,3,8,0,2,6,0,8,0,0,4,4,0,0,2,1
975,עפולה,7700,עירייה,צפון,עפולה,7700,83.0985483,2424,3721,7,44,3670,566,2843,287,265,4462,4462,67,103,3359,128
976,עראבה,531,עירייה,צפון,עראבה,531,115.7311368,972,2097,1,28,2068,600,1428,63,105,1765,1765,4,22,1216,35
977,ערד,2560,עירייה,דרום,ערד,2560,2.59254313,327,546,6,19,521,106,370,54,60,525,525,11,24,308,13
978,ערערה,637,מועצה מקומית,חיפה,ערערה,637,26.91469323,247,343,2,11,330,103,225,10,46,417,417,20,18,280,11
979,ערערה בנגב,1192,מועצה מקומית,דרום,ערערה בנגב,1192,6.773000709,95,150,3,19,128,59,86,3,39,139,139,0,1,87,3
980,פוריידיס,537,מועצה מקומית,חיפה,פוריידיס,537,58.16833825,236,389,4,14,371,84,279,16,56,414,414,12,18,296,19
981,פסוטה,535,מועצה מקומית,צפון,פסוטה,535,5.700396032,63,107,1,1,105,20,77,8,5,85,85,0,1,67,4
982,פקיעין (בוקייעה),536,מועצה מקומית,צפון,פקיעין (בוקייעה),536,14.54686156,81,139,0,6,133,29,105,4,8,130,130,0,2,106,4
983,פרדס חנה - כרכור,7800,מועצה מקומית,חיפה,פרדס חנה - כרכור,7800,47.8040208,1092,1536,5,42,1489,249,1122,139,136,2020,2020,68,97,1497,52
984,פרדסיה,171,מועצה מקומית,מרכז,פרדסיה,171,61.71337812,91,130,0,0,130,20,92,17,6,180,180,2,10,132,5
985,פתח תקווה,7900,עירייה,מרכז,פתח תקווה,7900,214.5684797,7638,9379,22,227,9130,1146,6862,1069,1214,13884,13884,585,1619,9197,389
986,צפת,8000,עירייה,צפון,צפת,8000,29.05930376,870,1206,4,41,1161,244,796,107,150,1405,1405,26,64,913,29
987,קדימה - צורן,195,מועצה מקומית,מרכז,קדימה - צורן,195,32.60949411,342,447,1,9,437,76,321,46,35,654,654,20,55,468,16
988,קלנסווה,638,עירייה,מרכז,קלנסווה,638,73.74897651,615,896,2,16,878,239,606,31,96,1061,1061,39,20,679,42
989,קצרין,4100,מועצה מקומית,צפון,קצרין,4100,8.357031582,91,138,0,3,135,19,106,11,14,154,154,3,6,110,1
990,קרית אונו,2620,עירייה,תל אביב,קרית אונו,2620,166.8463646,760,883,3,19,861,104,621,125,111,1300,1300,30,158,877,28
991,קרית אתא,6800,עירייה,חיפה,קרית אתא,6800,106.5813939,1848,2727,5,56,2666,405,2031,278,210,3419,3419,60,123,2524,118
992,קרית ביאליק,9500,עירייה,חיפה,קרית ביאליק,9500,109.5168408,941,1350,2,33,1315,182,989,164,147,1733,1733,46,55,1343,51
993,קרית גת,2630,עירייה,דרום,קרית גת,2630,93.57956462,1482,1886,4,37,1845,241,1379,153,269,2571,2571,63,52,1816,92
994,קרית טבעון,2300,מועצה מקומית,חיפה,קרית טבעון,2300,36.02076648,297,387,1,12,374,42,279,62,37,530,530,2,18,412,16
995,קרית ים,9600,עירייה,חיפה,קרית ים,9600,72.94369058,827,1246,1,41,1204,177,870,189,130,1494,1494,71,35,1095,22
996,קרית יערים,1137,מועצה מקומית,ירושלים,קרית יערים,1137,38.12278546,19,25,0,0,25,7,14,1,3,28,28,3,0,14,0
997,קרית מוצקין,8200,עירייה,חיפה,קרית מוצקין,8200,293.5927316,1126,1577,8,54,1515,209,1124,234,190,2051,2051,80,59,1532,28
998,קרית מלאכי,1034,עירייה,דרום,קרית מלאכי,1034,93.69484078,429,547,1,13,533,95,382,51,100,744,744,15,18,530,32
999,קרית עקרון,469,מועצה מקומית,מרכז,קרית עקרון,469,176.2748041,411,636,3,13,620,115,445,69,53,788,788,17,47,606,20
1000,קרית שמונה,2800,עירייה,צפון,קרית שמונה,2800,35.32019095,508,785,1,9,775,155,564,59,66,941,941,22,43,699,30
1001,ראמה,543,מועצה מקומית,צפון,ראמה,543,75.0200374,487,945,1,13,931,154,740,46,22,915,915,0,8,728,39
1002,ראש העין,2640,עירייה,מרכז,ראש העין,2640,73.43138786,1165,1451,5,24,1422,206,1101,96,158,2137,2137,65,187,1470,71
1003,ראש פינה,26,מועצה מקומית,צפון,ראש פינה,26,14.51137483,244,420,1,13,406,64,325,28,18,474,474,2,21,351,21
1004,ראשון לציון,8300,עירייה,מרכז,ראשון לציון,8300,138.3203376,8564,11241,38,248,10955,1410,8469,1182,1132,15948,15948,364,1416,11665,457
1005,רג'ר,4501,מועצה מקומית,צפון,רגר,4501,1.671897063,4,7,0,0,7,1,6,0,0,6,6,0,0,5,0
1006,רהט,1161,עירייה,דרום,רהט,1161,13.91396869,466,634,7,51,576,215,384,27,187,716,716,18,5,453,35
1007,רחובות,8400,עירייה,מרכז,רחובות,8400,143.1116827,3400,4401,11,81,4309,714,3118,497,575,6231,6232,257,515,4509,121
1008,ריינה,542,מועצה מקומית,צפון,ריינה,542,38.90703305,422,769,2,20,747,211,529,22,60,780,780,5,9,626,23
1009,רכסים,922,מועצה מקומית,חיפה,רכסים,922,30.80005622,102,147,0,8,139,44,90,12,12,179,179,11,1,114,8
1010,רמלה,8500,עירייה,מרכז,רמלה,8500,210.7980709,2528,3555,11,73,3471,623,2561,281,363,4703,4703,89,226,3395,181
1011,רמת גן,8600,עירייה,תל אביב,רמת גן,8600,337.0549882,5526,6494,19,181,6294,567,4886,801,776,9835,9835,392,1613,5791,239
1012,רמת השרון,2650,עירייה,תל אביב,רמת השרון,2650,103.8302968,1728,2166,5,68,2093,179,1714,232,140,3304,3304,48,376,2315,121
1013,רמת ישי,122,מועצה מקומית,צפון,רמת ישי,122,53.59578284,125,165,0,0,165,21,136,7,8,232,232,2,11,167,12
1014,אשלים,1152,מועצה אזורית,דרום,רמת נגב,5548,0.340293331,6,10,1,3,6,1,9,0,1,8,8,0,1,6,0
1015,טללים,1177,מועצה אזורית,דרום,רמת נגב,5548,8.964741527,16,39,0,1,38,1,38,0,0,27,27,0,2,20,1
1016,כמהין,1291,מועצה אזורית,דרום,רמת נגב,5548,1.227620179,3,3,0,0,3,0,3,0,0,4,4,0,2,1,0
1017,מדרשת בן גוריון,1140,מועצה אזורית,דרום,רמת נגב,5548,2.278185585,5,15,0,0,15,3,10,2,0,11,11,0,0,9,1
1018,משאבי שדה,421,מועצה אזורית,דרום,רמת נגב,5548,2.210798339,30,76,0,5,71,16,54,6,2,55,55,0,1,30,5
1019,רביבים,354,מועצה אזורית,דרום,רמת נגב,5548,0.469654542,4,4,0,1,3,0,4,0,0,5,5,0,2,3,0
1020,שדה בוקר,885,מועצה אזורית,דרום,רמת נגב,5548,1.087908236,21,37,0,1,36,3,31,3,1,37,37,0,1,28,2
1021,שטח כללי - רמת נגב,5548,מועצה אזורית,דרום,רמת נגב,5548,0.055386593,223,417,13,43,361,55,332,23,3,406,406,5,16,291,19
1022,רעננה,8700,עירייה,מרכז,רעננה,8700,111.0098788,1650,2091,8,34,2049,280,1491,274,218,3101,3101,116,272,2196,70
1023,שבלי - אום אל רנם,913,מועצה מקומית,צפון,שבלי - אום אל רנם,913,21.82411373,63,83,2,10,71,23,54,6,6,112,112,1,1,79,3
1024,שגב שלום,1286,מועצה מקומית,דרום,שגב שלום,1286,5.249659154,71,88,2,13,73,26,58,3,34,109,109,1,4,65,5
1025,אחיעזר,797,מועצה אזורית,מרכז,שדות דן,5540,12.82456372,35,45,0,3,42,1,39,3,0,65,65,5,3,39,5
1026,גנות,836,מועצה אזורית,מרכז,שדות דן,5540,32.23953412,27,35,0,0,35,0,34,1,0,54,54,0,6,40,3
1027,זיתן,788,מועצה אזורית,מרכז,שדות דן,5540,22.79689605,46,55,0,1,54,3,45,6,5,91,91,1,6,66,5
1028,חמד,801,מועצה אזורית,מרכז,שדות דן,5540,6.82316613,13,18,0,0,18,2,16,0,0,27,27,0,1,20,2
1029,יגל,798,מועצה אזורית,מרכז,שדות דן,5540,52.07194857,101,140,2,1,137,9,117,13,1,194,194,1,9,149,9
1030,כפר חבד,696,מועצה אזורית,מרכז,שדות דן,5540,47.10905334,115,146,1,4,141,21,113,11,10,216,216,5,12,162,3
1031,משמר השבעה,729,מועצה אזורית,מרכז,שדות דן,5540,105.539668,204,265,0,11,254,17,218,30,3,418,418,3,51,299,20
1032,ניר צבי,331,מועצה אזורית,מרכז,שדות דן,5540,31.87748708,104,147,0,4,143,10,123,14,9,205,205,3,11,149,4
1033,צפריה,594,מועצה אזורית,מרכז,שדות דן,5540,18.21111379,35,44,0,3,41,7,34,2,4,61,61,0,8,37,1
1034,שטח כללי - שדות דן,5540,מועצה אזורית,מרכז,שדות דן,5540,21.658911,278,432,5,15,412,45,363,17,8,585,585,2,34,447,15
1035,בית הגדי,723,מועצה אזורית,דרום,שדות נגב,5539,7.788414325,43,71,0,8,63,11,54,6,4,84,84,2,1,65,4
1036,גבעולים,2014,מועצה אזורית,דרום,שדות נגב,5539,3.314990958,10,17,0,1,16,4,12,1,0,19,19,0,0,13,3
1037,זמרת,1065,מועצה אזורית,דרום,שדות נגב,5539,2.324800147,8,17,0,0,17,3,14,0,0,12,12,0,0,9,0
1038,זרועה,2064,מועצה אזורית,דרום,שדות נגב,5539,0.2142205,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0
1039,יושיביה,803,מועצה אזורית,דרום,שדות נגב,5539,2.236898961,12,21,0,0,21,5,13,2,0,21,21,0,0,16,1
1040,כפר מימון,1095,מועצה אזורית,דרום,שדות נגב,5539,0.533690298,3,5,0,0,5,3,2,0,2,4,4,0,0,3,0
1041,מלילות,2044,מועצה אזורית,דרום,שדות נגב,5539,0.199704088,1,2,0,0,2,0,0,2,0,1,1,0,0,1,0
1042,מעגלים,1082,מועצה אזורית,דרום,שדות נגב,5539,17.57464048,7,9,0,0,9,1,7,0,0,13,13,0,0,12,0
1043,סעד,419,מועצה אזורית,דרום,שדות נגב,5539,0.680715888,6,6,0,0,6,0,6,0,0,10,10,0,1,6,0
1044,עלומים,1146,מועצה אזורית,דרום,שדות נגב,5539,0.546228347,3,5,0,0,5,1,4,0,0,5,5,1,0,2,1
1045,שבלים,865,מועצה אזורית,דרום,שדות נגב,5539,4.015471246,14,20,0,0,20,3,15,2,1,25,25,0,1,21,0
1046,שובה,761,מועצה אזורית,דרום,שדות נגב,5539,1.303433684,6,6,0,1,5,3,3,0,0,10,10,1,0,4,0
1047,שוקדה,415,מועצה אזורית,דרום,שדות נגב,5539,0.663698127,4,5,0,0,5,0,5,0,1,5,5,0,0,4,0
1048,שטח כללי - שדות נגב,5539,מועצה אזורית,דרום,שדות נגב,5539,3.957559467,178,338,0,7,331,53,263,19,3,339,339,0,2,257,17
1049,שרשרת,398,מועצה אזורית,דרום,שדות נגב,5539,6.773315276,20,28,0,0,28,3,24,0,0,35,35,0,2,24,0
1050,תקומה,665,מועצה אזורית,דרום,שדות נגב,5539,0.849889733,4,4,0,0,4,0,4,0,1,6,6,0,0,2,3
1051,שדרות,1031,עירייה,דרום,שדרות,1031,78.63968561,496,690,3,16,671,134,481,64,100,855,855,30,25,578,35
1052,שהם,1304,מועצה מקומית,מרכז,שהם,1304,40.22213022,288,356,3,4,349,37,284,23,31,495,495,9,47,330,29
1053,שלומי,812,מועצה מקומית,צפון,שלומי,812,17.25173213,101,150,1,5,144,31,109,10,13,169,169,6,10,116,5
1054,שעב,538,מועצה מקומית,צפון,שעב,538,36.2216524,195,406,0,9,397,106,289,9,21,317,317,2,3,224,7
1055,אור הנר,67,מועצה אזורית,דרום,שער הנגב,5537,0.360859967,4,11,0,1,10,3,6,2,0,7,7,0,1,5,1
1056,ארז,714,מועצה אזורית,דרום,שער הנגב,5537,7.073801327,73,111,0,7,104,10,90,7,1,135,135,1,3,105,7
1057,ברור חיל,428,מועצה אזורית,דרום,שער הנגב,5537,3.697939017,29,59,1,5,53,7,48,4,0,51,51,2,0,33,7
1058,גבים,424,מועצה אזורית,דרום,שער הנגב,5537,4.25935446,29,46,0,2,44,9,30,6,3,49,49,0,0,38,1
1059,דורות,336,מועצה אזורית,דרום,שער הנגב,5537,0.746407457,8,10,2,0,8,0,9,0,1,13,13,0,0,7,1
1060,יכיני,811,מועצה אזורית,דרום,שער הנגב,5537,3.760273616,17,28,0,0,28,4,23,0,0,29,29,1,0,19,1
1061,כפר עזה,845,מועצה אזורית,דרום,שער הנגב,5537,0.869665737,9,10,0,0,10,0,9,0,1,16,16,0,0,10,3
1062,מפלסים,668,מועצה אזורית,דרום,שער הנגב,5537,0.997347128,9,12,0,1,11,0,12,0,0,16,16,0,0,14,0
1063,נחל עוז,844,מועצה אזורית,דרום,שער הנגב,5537,1.06924664,15,29,0,0,29,9,19,1,1,22,22,0,0,16,1
1064,ניר עם,348,מועצה אזורית,דרום,שער הנגב,5537,7.946581143,127,208,2,10,196,37,149,18,3,233,233,0,5,178,12
1065,רוחמה,362,מועצה אזורית,דרום,שער הנגב,5537,0.605448552,19,30,1,1,28,4,20,6,2,25,25,0,3,12,3
1066,שטח כללי - שער הנגב,5537,מועצה אזורית,דרום,שער הנגב,5537,0.804950805,39,66,0,7,59,9,50,5,1,69,69,2,0,47,4
1067,אבן שמואל,400,מועצה אזורית,דרום,שפיר,5534,32.45330179,24,41,0,0,41,6,30,4,1,48,48,0,1,31,3
1068,איתן,37,מועצה אזורית,דרום,שפיר,5534,7.229096525,26,36,1,1,34,4,27,3,0,40,40,1,3,25,1
1069,אלומה,1145,מועצה אזורית,דרום,שפיר,5534,32.33827271,8,9,0,0,9,0,9,0,0,14,14,0,2,10,0
1070,זבדיאל,815,מועצה אזורית,דרום,שפיר,5534,9.404229262,48,101,5,3,93,13,73,15,1,91,91,1,2,67,7
1071,זרחיה,818,מועצה אזורית,דרום,שפיר,5534,2.833682986,9,10,0,0,10,1,6,3,3,14,14,0,0,10,2
1072,מרכז שפירא,1098,מועצה אזורית,דרום,שפיר,5534,12.60176433,4,4,0,0,4,1,3,0,1,6,6,0,0,4,1
1073,משואות יצחק,620,מועצה אזורית,דרום,שפיר,5534,5.46223189,27,49,1,2,46,7,37,5,1,51,51,0,3,32,4
1074,נועם,15,מועצה אזורית,דרום,שפיר,5534,4.297477703,23,44,1,1,42,4,38,2,1,43,43,0,1,31,1
1075,עוזה,826,מועצה אזורית,דרום,שפיר,5534,3.029938199,13,16,0,0,16,0,15,1,1,18,18,0,0,10,3
1076,עין צורים,622,מועצה אזורית,דרום,שפיר,5534,1.559716098,5,6,0,0,6,2,3,1,1,10,10,0,1,7,1
1077,קוממיות,766,מועצה אזורית,דרום,שפיר,5534,2.344787287,12,13,0,1,12,0,12,1,0,21,21,0,0,14,1
1078,רווחה,2051,מועצה אזורית,דרום,שפיר,5534,10.68575918,45,76,2,5,69,6,63,5,1,83,83,0,3,55,7
1079,שטח כללי - שפיר,5534,מועצה אזורית,דרום,שפיר,5534,5.186584415,178,333,3,12,318,42,269,18,8,352,352,0,5,262,24
1080,שלווה,873,מועצה אזורית,דרום,שפיר,5534,4.317868217,17,21,0,4,17,5,13,1,2,24,24,1,0,19,0
1081,שפיר,692,מועצה אזורית,דרום,שפיר,5534,3.535464212,11,14,0,0,14,3,10,0,1,20,20,0,0,15,1
1082,שפרעם,8800,עירייה,צפון,שפרעם,8800,77.16399801,1511,2663,9,48,2606,576,1948,114,147,2804,2804,29,42,2188,89
1083,תל אביב - יפו,5000,עירייה,תל אביב,תל אביב - יפו,5000,441.0788454,25220,29482,91,1045,28346,2316,22897,3077,3185,44367,44367,2838,8350,22444,939
1084,תל מונד,154,מועצה מקומית,מרכז,תל מונד,154,29.04500367,207,274,0,7,267,45,200,23,19,390,390,7,35,278,8
1085,תל שבע,1054,מועצה מקומית,דרום,תל שבע,1054,9.022323503,85,117,4,11,102,48,68,1,34,128,128,4,1,87,1
1086,הר עמשא,1261,מועצה אזורית,דרום,תמר,5551,1.237695285,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0
1087,נאות הכיכר,1124,מועצה אזורית,דרום,תמר,5551,0.629457359,7,8,0,0,8,0,7,1,0,10,10,0,4,1,1
1088,נוה זוהר,1057,מועצה אזורית,דרום,תמר,5551,9.740360074,8,12,0,1,11,0,12,0,1,12,12,0,1,9,1
1089,עין גדי,2042,מועצה אזורית,דרום,תמר,5551,9.479147718,14,19,0,0,19,2,14,2,1,18,18,0,1,11,0
1090,עין חצבה,1053,מועצה אזורית,דרום,תמר,5551,0.423899135,4,5,0,0,5,0,1,3,0,5,5,0,0,4,0
1091,שטח כללי (סדום),5551,מועצה אזורית,דרום,תמר,5551,0.131892139,204,377,27,50,300,44,298,31,10,321,321,1,26,178,50
1092,יהודה ושומרון,9999,שטחי יהודה ושומרון, ,יהודה ושומרון,9999,1.210879592,7070,12382,183,608,11591,2452,9019,633,788,12669,12669,146,553,8174,469
